"","Movie_Name","Genre","X","PReview_ave","Year","Awards","awards"
"948","doctor who","Family",1708,4.619808307,2005,"104 wins & 153 nominations.","awards"
"949","syriana","Drama",1712,3.26686217,2005,"Won 1 Oscar. Another 13 wins & 27 nominations.","awards"
"950","syriana","Thriller",1712,3.26686217,2005,"Won 1 Oscar. Another 13 wins & 27 nominations.","awards"
"951","jeff dunham","Comedy",1716,4.748837209,2007,"N/A","awards"
"952","good night, and good luck.","Biography",1733,4.165625,2005,"Nominated for 6 Oscars. Another 37 wins & 112 nominations.","awards"
"953","good night, and good luck.","Drama",1733,4.165625,2005,"Nominated for 6 Oscars. Another 37 wins & 112 nominations.","awards"
"954","good night, and good luck.","History",1733,4.165625,2005,"Nominated for 6 Oscars. Another 37 wins & 112 nominations.","awards"
"955","memoirs of a geisha","Drama",1740,3.877840909,2005,"Won 3 Oscars. Another 26 wins & 40 nominations.","awards"
"956","memoirs of a geisha","Romance",1740,3.877840909,2005,"Won 3 Oscars. Another 26 wins & 40 nominations.","awards"
"957","hostel","Horror",1743,3.072892938,2005,"4 wins & 12 nominations.","awards"
"958","x-2","Action",1747,4.597359736,2003,"1 win.","awards"
"959","x-2","Adventure",1747,4.597359736,2003,"1 win.","awards"
"960","x-2","Comedy",1747,4.597359736,2003,"1 win.","awards"
"961","the family stone","Comedy",1751,3.366782007,2005,"Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.","awards"
"962","the family stone","Drama",1751,3.366782007,2005,"Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.","awards"
"963","the family stone","Romance",1751,3.366782007,2005,"Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.","awards"
"964","the new world","Biography",1755,3.427272727,2005,"Nominated for 1 Oscar. Another 4 wins & 25 nominations.","awards"
"965","the new world","Drama",1755,3.427272727,2005,"Nominated for 1 Oscar. Another 4 wins & 25 nominations.","awards"
"966","the new world","History",1755,3.427272727,2005,"Nominated for 1 Oscar. Another 4 wins & 25 nominations.","awards"
"967","match point","Drama",1756,3.690721649,2005,"Nominated for 1 Oscar. Another 9 wins & 22 nominations.","awards"
"968","match point","Romance",1756,3.690721649,2005,"Nominated for 1 Oscar. Another 9 wins & 22 nominations.","awards"
"969","match point","Thriller",1756,3.690721649,2005,"Nominated for 1 Oscar. Another 9 wins & 22 nominations.","awards"
"970","adventures of brisco county, jr.","Action",1775,4.780487805,1993,"2 wins & 1 nomination.","awards"
"971","adventures of brisco county, jr.","Sci-Fi",1775,4.780487805,1993,"2 wins & 1 nomination.","awards"
"972","adventures of brisco county, jr.","Western",1775,4.780487805,1993,"2 wins & 1 nomination.","awards"
"973","the world's fastest indian","Biography",1778,4.734817814,2005,"10 wins & 6 nominations.","awards"
"974","the world's fastest indian","Drama",1778,4.734817814,2005,"10 wins & 6 nominations.","awards"
"975","the world's fastest indian","Sport",1778,4.734817814,2005,"10 wins & 6 nominations.","awards"
"976","ultraviolet","Action",1784,2.97689769,2006,"1 win & 1 nomination.","awards"
"977","ultraviolet","Sci-Fi",1784,2.97689769,2006,"1 win & 1 nomination.","awards"
"978","supernatural","Drama",1791,4.738317757,2005,"Nominated for 3 Primetime Emmys. Another 17 wins & 60 nominations.","awards"
"979","supernatural","Fantasy",1791,4.738317757,2005,"Nominated for 3 Primetime Emmys. Another 17 wins & 60 nominations.","awards"
"980","supernatural","Horror",1791,4.738317757,2005,"Nominated for 3 Primetime Emmys. Another 17 wins & 60 nominations.","awards"
"981","star wars episode iv","Action",1793,3.301229508,1977,"Won 6 Oscars. Another 38 wins & 28 nominations.","awards"
"982","star wars episode iv","Adventure",1793,3.301229508,1977,"Won 6 Oscars. Another 38 wins & 28 nominations.","awards"
"983","star wars episode iv","Fantasy",1793,3.301229508,1977,"Won 6 Oscars. Another 38 wins & 28 nominations.","awards"
"984","v for vendetta","Action",1794,4.285889571,2005,"7 wins & 27 nominations.","awards"
"985","v for vendetta","Drama",1794,4.285889571,2005,"7 wins & 27 nominations.","awards"
"986","v for vendetta","Thriller",1794,4.285889571,2005,"7 wins & 27 nominations.","awards"
"987","avatar","Action",1801,4.837758112,2009,"Won 3 Oscars. Another 77 wins & 114 nominations.","awards"
"988","avatar","Adventure",1801,4.837758112,2009,"Won 3 Oscars. Another 77 wins & 114 nominations.","awards"
"989","avatar","Fantasy",1801,4.837758112,2009,"Won 3 Oscars. Another 77 wins & 114 nominations.","awards"
"990","silent hill","Horror",1805,3.632432432,2006,"8 nominations.","awards"
"991","silent hill","Mystery",1805,3.632432432,2006,"8 nominations.","awards"
"992","united 93","Action",1812,4.619631902,2006,"Nominated for 2 Oscars. Another 27 wins & 45 nominations.","awards"
"993","united 93","Crime",1812,4.619631902,2006,"Nominated for 2 Oscars. Another 27 wins & 45 nominations.","awards"
"994","united 93","Drama",1812,4.619631902,2006,"Nominated for 2 Oscars. Another 27 wins & 45 nominations.","awards"
"995","good night and good luck","Biography",1826,4.165625,2005,"Nominated for 6 Oscars. Another 37 wins & 112 nominations.","awards"
"996","good night and good luck","Drama",1826,4.165625,2005,"Nominated for 6 Oscars. Another 37 wins & 112 nominations.","awards"
"997","good night and good luck","History",1826,4.165625,2005,"Nominated for 6 Oscars. Another 37 wins & 112 nominations.","awards"
"998","the twilight zone","Drama",1830,4.770089286,1959,"Won 1 Golden Globe. Another 7 wins & 11 nominations.","awards"
"999","the twilight zone","Fantasy",1830,4.770089286,1959,"Won 1 Golden Globe. Another 7 wins & 11 nominations.","awards"
"1000","the twilight zone","Horror",1830,4.770089286,1959,"Won 1 Golden Globe. Another 7 wins & 11 nominations.","awards"
"1001","yoga for beginners","Sport",1835,4.427692308,1988,"N/A","awards"
"1002","the west wing","Drama",1837,4.501278772,1999,"Won 2 Golden Globes. Another 118 wins & 245 nominations.","awards"
"1003","the lake house","Drama",1845,4.129287599,2006,"2 wins & 2 nominations.","awards"
"1004","the lake house","Fantasy",1845,4.129287599,2006,"2 wins & 2 nominations.","awards"
"1005","the lake house","Romance",1845,4.129287599,2006,"2 wins & 2 nominations.","awards"
"1006","who killed the electric car?","Documentary",1877,4.64619883,2006,"4 nominations.","awards"
"1007","underworld evolution","Action",1898,3.958333333,2006,"2 wins & 6 nominations.","awards"
"1008","underworld evolution","Fantasy",1898,3.958333333,2006,"2 wins & 6 nominations.","awards"
"1009","underworld evolution","Sci-Fi",1898,3.958333333,2006,"2 wins & 6 nominations.","awards"
"1010","the descent","Adventure",1929,3.908641975,2005,"8 wins & 17 nominations.","awards"
"1011","the descent","Horror",1929,3.908641975,2005,"8 wins & 17 nominations.","awards"
"1012","the descent","Sci-Fi",1929,3.908641975,2005,"8 wins & 17 nominations.","awards"
"1013","team america world police","Action",1937,4.077568134,2004,"1 win & 11 nominations.","awards"
"1014","team america world police","Comedy",1937,4.077568134,2004,"1 win & 11 nominations.","awards"
"1015","the devil wears prada","Comedy",1942,3.981132075,2006,"Nominated for 2 Oscars. Another 16 wins & 48 nominations.","awards"
"1016","the devil wears prada","Drama",1942,3.981132075,2006,"Nominated for 2 Oscars. Another 16 wins & 48 nominations.","awards"
"1017","the devil wears prada","Romance",1942,3.981132075,2006,"Nominated for 2 Oscars. Another 16 wins & 48 nominations.","awards"
"1018","eagles","Action",1944,4.523478261,1968,"1 win & 2 nominations.","awards"
"1019","eagles","Adventure",1944,4.523478261,1968,"1 win & 2 nominations.","awards"
"1020","eagles","War",1944,4.523478261,1968,"1 win & 2 nominations.","awards"
"1021","superman returns","Action",1945,3.490410959,2006,"Nominated for 1 Oscar. Another 12 wins & 37 nominations.","awards"
"1022","superman returns","Adventure",1945,3.490410959,2006,"Nominated for 1 Oscar. Another 12 wins & 37 nominations.","awards"
"1023","superman returns","Sci-Fi",1945,3.490410959,2006,"Nominated for 1 Oscar. Another 12 wins & 37 nominations.","awards"
"1024","talladega nights","Action",1952,3.364820847,2006,"8 wins & 9 nominations.","awards"
"1025","talladega nights","Comedy",1952,3.364820847,2006,"8 wins & 9 nominations.","awards"
"1026","talladega nights","Sport",1952,3.364820847,2006,"8 wins & 9 nominations.","awards"
"1027","miami vice","Action",1955,3.134868421,2006,"1 win & 9 nominations.","awards"
"1028","miami vice","Crime",1955,3.134868421,2006,"1 win & 9 nominations.","awards"
"1029","miami vice","Thriller",1955,3.134868421,2006,"1 win & 9 nominations.","awards"
"1030","one night with the king","Biography",1969,3.769968051,2006,"2 wins.","awards"
"1031","one night with the king","Drama",1969,3.769968051,2006,"2 wins.","awards"
"1032","one night with the king","History",1969,3.769968051,2006,"2 wins.","awards"
"1033","lady in the water","Drama",1971,3.363196126,2006,"8 wins & 10 nominations.","awards"
"1034","lady in the water","Fantasy",1971,3.363196126,2006,"8 wins & 10 nominations.","awards"
"1035","lady in the water","Mystery",1971,3.363196126,2006,"8 wins & 10 nominations.","awards"
"1036","final fantasy vii","Animation",1987,4.359765051,2005,"N/A","awards"
"1037","final fantasy vii","Action",1987,4.359765051,2005,"N/A","awards"
"1038","final fantasy vii","Adventure",1987,4.359765051,2005,"N/A","awards"
"1039","idiocracy","Adventure",1989,3.971370143,2006,"1 nomination.","awards"
"1040","idiocracy","Comedy",1989,3.971370143,2006,"1 nomination.","awards"
"1041","idiocracy","Sci-Fi",1989,3.971370143,2006,"1 nomination.","awards"
"1042","the illusionist","Drama",1990,4.354359926,2006,"Nominated for 1 Oscar. Another 10 wins & 9 nominations.","awards"
"1043","the illusionist","Mystery",1990,4.354359926,2006,"Nominated for 1 Oscar. Another 10 wins & 9 nominations.","awards"
"1044","the illusionist","Romance",1990,4.354359926,2006,"Nominated for 1 Oscar. Another 10 wins & 9 nominations.","awards"
"1045","little miss sunshine","Comedy",1992,3.937614679,2006,"Won 2 Oscars. Another 68 wins & 101 nominations.","awards"
"1046","little miss sunshine","Drama",1992,3.937614679,2006,"Won 2 Oscars. Another 68 wins & 101 nominations.","awards"
"1047","facing the giants","Drama",2001,4.66951567,2006,"N/A","awards"
"1048","facing the giants","Sport",2001,4.66951567,2006,"N/A","awards"
"1049","the prestige","Drama",2004,4.14084507,2006,"Nominated for 2 Oscars. Another 6 wins & 31 nominations.","awards"
"1050","the prestige","Mystery",2004,4.14084507,2006,"Nominated for 2 Oscars. Another 6 wins & 31 nominations.","awards"
"1051","the prestige","Sci-Fi",2004,4.14084507,2006,"Nominated for 2 Oscars. Another 6 wins & 31 nominations.","awards"
"1052","masterpiece theatre","Drama",2009,4.581967213,1985,"3 wins & 3 nominations.","awards"
"1053","masterpiece theatre","Crime",2009,4.581967213,1985,"3 wins & 3 nominations.","awards"
"1054","stranger than fiction","Comedy",2014,4.101983003,2006,"Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.","awards"
"1055","stranger than fiction","Drama",2014,4.101983003,2006,"Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.","awards"
"1056","stranger than fiction","Fantasy",2014,4.101983003,2006,"Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.","awards"
"1057","marie antoinette","Biography",2017,3.2975,2006,"Won 1 Oscar. Another 13 wins & 18 nominations.","awards"
"1058","marie antoinette","Drama",2017,3.2975,2006,"Won 1 Oscar. Another 13 wins & 18 nominations.","awards"
"1059","marie antoinette","History",2017,3.2975,2006,"Won 1 Oscar. Another 13 wins & 18 nominations.","awards"
"1060","the departed","Crime",2020,4.074380165,2006,"Won 4 Oscars. Another 90 wins & 122 nominations.","awards"
"1061","the departed","Drama",2020,4.074380165,2006,"Won 4 Oscars. Another 90 wins & 122 nominations.","awards"
"1062","the departed","Thriller",2020,4.074380165,2006,"Won 4 Oscars. Another 90 wins & 122 nominations.","awards"
"1063","flags of our fathers","Drama",2022,3.662251656,2006,"Nominated for 2 Oscars. Another 13 wins & 23 nominations.","awards"
"1064","flags of our fathers","History",2022,3.662251656,2006,"Nominated for 2 Oscars. Another 13 wins & 23 nominations.","awards"
"1065","flags of our fathers","War",2022,3.662251656,2006,"Nominated for 2 Oscars. Another 13 wins & 23 nominations.","awards"
"1066","babel","Drama",2029,3.249376559,2006,"Won 1 Oscar. Another 41 wins & 128 nominations.","awards"
"1067","the nativity story","Drama",2035,4.571884984,2006,"3 wins & 3 nominations.","awards"
"1068","the nativity story","Family",2035,4.571884984,2006,"3 wins & 3 nominations.","awards"
"1069","borat","Comedy",2038,3.496025437,2006,"Nominated for 1 Oscar. Another 20 wins & 29 nominations.","awards"
"1070","the holiday","Comedy",2044,4.143209877,2006,"2 wins & 7 nominations.","awards"
"1071","the holiday","Romance",2044,4.143209877,2006,"2 wins & 7 nominations.","awards"
"1072","rocky balboa","Drama",2046,4.41955836,2006,"3 nominations.","awards"
"1073","rocky balboa","Sport",2046,4.41955836,2006,"3 nominations.","awards"
"1074","spider-man 2.1","Documentary",2049,4.357873211,2007,"N/A","awards"
"1075","spider-man 2.1","Short",2049,4.357873211,2007,"N/A","awards"
"1076","wkrp in cincinnati","Comedy",2055,2.991803279,1978,"Nominated for 3 Golden Globes. Another 2 wins & 13 nominations.","awards"
"1077","the good shepherd","Drama",2056,3.195804196,2006,"Nominated for 1 Oscar. Another 2 wins & 11 nominations.","awards"
"1078","the good shepherd","History",2056,3.195804196,2006,"Nominated for 1 Oscar. Another 2 wins & 11 nominations.","awards"
"1079","the good shepherd","Thriller",2056,3.195804196,2006,"Nominated for 1 Oscar. Another 2 wins & 11 nominations.","awards"
"1080","children of men","Drama",2070,3.649694501,2006,"Nominated for 3 Oscars. Another 40 wins & 70 nominations.","awards"
"1081","children of men","Sci-Fi",2070,3.649694501,2006,"Nominated for 3 Oscars. Another 40 wins & 70 nominations.","awards"
"1082","children of men","Thriller",2070,3.649694501,2006,"Nominated for 3 Oscars. Another 40 wins & 70 nominations.","awards"
"1083","the pursuit of happyness","Biography",2073,4.323782235,2006,"Nominated for 1 Oscar. Another 11 wins & 24 nominations.","awards"
"1084","the pursuit of happyness","Drama",2073,4.323782235,2006,"Nominated for 1 Oscar. Another 11 wins & 24 nominations.","awards"
"1085","the 40 year-old virgin","Comedy",2086,3.707317073,2005,"10 wins & 18 nominations.","awards"
"1086","the 40 year-old virgin","Romance",2086,3.707317073,2005,"10 wins & 18 nominations.","awards"
"1087","night at the museum","Action",2094,4.359605911,2006,"2 wins & 8 nominations.","awards"
"1088","night at the museum","Adventure",2094,4.359605911,2006,"2 wins & 8 nominations.","awards"
"1089","night at the museum","Comedy",2094,4.359605911,2006,"2 wins & 8 nominations.","awards"
"1090","apocalypto","Action",2099,4.18336163,2006,"Nominated for 3 Oscars. Another 8 wins & 17 nominations.","awards"
"1091","apocalypto","Adventure",2099,4.18336163,2006,"Nominated for 3 Oscars. Another 8 wins & 17 nominations.","awards"
"1092","apocalypto","Drama",2099,4.18336163,2006,"Nominated for 3 Oscars. Another 8 wins & 17 nominations.","awards"
"1093","john wayne","Short",2111,4.646753247,2001,"Nominated for 1 BAFTA Film Award. Another 3 wins.","awards"
"1094","ghost rider","Action",2136,3.381088825,2007,"8 nominations.","awards"
"1095","ghost rider","Fantasy",2136,3.381088825,2007,"8 nominations.","awards"
"1096","ghost rider","Thriller",2136,3.381088825,2007,"8 nominations.","awards"
"1097","the lives of others","Drama",2140,4.705167173,2006,"Won 1 Oscar. Another 75 wins & 32 nominations.","awards"
"1098","the lives of others","Thriller",2140,4.705167173,2006,"Won 1 Oscar. Another 75 wins & 32 nominations.","awards"
"1099","shooter","Action",2172,3.910714286,2007,"1 nomination.","awards"
"1100","shooter","Crime",2172,3.910714286,2007,"1 nomination.","awards"
"1101","shooter","Drama",2172,3.910714286,2007,"1 nomination.","awards"
"1102","dexter","Crime",2174,4.667790894,2006,"Won 2 Golden Globes. Another 40 wins & 176 nominations.","awards"
"1103","dexter","Drama",2174,4.667790894,2006,"Won 2 Golden Globes. Another 40 wins & 176 nominations.","awards"
"1104","dexter","Mystery",2174,4.667790894,2006,"Won 2 Golden Globes. Another 40 wins & 176 nominations.","awards"
"1105","wild hogs","Action",2188,3.98427673,2007,"4 nominations.","awards"
"1106","wild hogs","Adventure",2188,3.98427673,2007,"4 nominations.","awards"
"1107","wild hogs","Comedy",2188,3.98427673,2007,"4 nominations.","awards"
"1108","zodiac","Crime",2197,4.222614841,2007,"2 wins & 64 nominations.","awards"
"1109","zodiac","Drama",2197,4.222614841,2007,"2 wins & 64 nominations.","awards"
"1110","zodiac","History",2197,4.222614841,2007,"2 wins & 64 nominations.","awards"
"1111","the dresden files","Action",2198,4.309446254,2007,"1 win & 2 nominations.","awards"
"1112","the dresden files","Crime",2198,4.309446254,2007,"1 win & 2 nominations.","awards"
"1113","the dresden files","Drama",2198,4.309446254,2007,"1 win & 2 nominations.","awards"
"1114","the ultimate gift","Drama",2201,4.677922078,2006,"3 wins.","awards"
"1115","the ultimate gift","Family",2201,4.677922078,2006,"3 wins.","awards"
"1116","the ultimate gift","Romance",2201,4.677922078,2006,"3 wins.","awards"
"1117","the original christmas classics","N/A",2205,4.583586626,1962,"N/A","awards"
"1118","hot fuzz","Action",2209,4.28680203,2007,"2 wins & 8 nominations.","awards"
"1119","hot fuzz","Comedy",2209,4.28680203,2007,"2 wins & 8 nominations.","awards"
"1120","spider man 3","Action",2227,3.463917526,2007,"Nominated for 1 BAFTA Film Award. Another 3 wins & 31 nominations.","awards"
"1121","spider man 3","Adventure",2227,3.463917526,2007,"Nominated for 1 BAFTA Film Award. Another 3 wins & 31 nominations.","awards"
"1122","lost","Action",2228,4.629518072,1981,"Won 4 Oscars. Another 29 wins & 23 nominations.","awards"
"1123","lost","Adventure",2228,4.629518072,1981,"Won 4 Oscars. Another 29 wins & 23 nominations.","awards"
"1124","i love lucy","Comedy",2234,4.729166667,1951,"Won 4 Primetime Emmys. Another 4 wins & 25 nominations.","awards"
"1125","i love lucy","Family",2234,4.729166667,1951,"Won 4 Primetime Emmys. Another 4 wins & 25 nominations.","awards"
"1126","28 weeks later","Horror",2236,3.56227758,2007,"2 wins & 12 nominations.","awards"
"1127","28 weeks later","Sci-Fi",2236,3.56227758,2007,"2 wins & 12 nominations.","awards"
"1128","stargate sg-1","Action",2238,3.867241379,1997,"Nominated for 9 Primetime Emmys. Another 18 wins & 88 nominations.","awards"
"1129","stargate sg-1","Adventure",2238,3.867241379,1997,"Nominated for 9 Primetime Emmys. Another 18 wins & 88 nominations.","awards"
"1130","stargate sg-1","Drama",2238,3.867241379,1997,"Nominated for 9 Primetime Emmys. Another 18 wins & 88 nominations.","awards"
"1131","knocked up","Comedy",2241,3.396600567,2007,"7 wins & 25 nominations.","awards"
"1132","knocked up","Romance",2241,3.396600567,2007,"7 wins & 25 nominations.","awards"
"1133","babylon 5","Action",2247,3.424170616,1994,"Won 1 Primetime Emmy. Another 16 wins & 25 nominations.","awards"
"1134","babylon 5","Adventure",2247,3.424170616,1994,"Won 1 Primetime Emmy. Another 16 wins & 25 nominations.","awards"
"1135","babylon 5","Drama",2247,3.424170616,1994,"Won 1 Primetime Emmy. Another 16 wins & 25 nominations.","awards"
"1136","death proof","Thriller",2248,3.188679245,2007,"6 nominations.","awards"
"1137","sicko","Documentary",2258,4.514223195,2007,"Nominated for 1 Oscar. Another 14 wins & 14 nominations.","awards"
"1138","sicko","Drama",2258,4.514223195,2007,"Nominated for 1 Oscar. Another 14 wins & 14 nominations.","awards"
"1139","shrek the third","Animation",2273,3.53164557,2007,"Nominated for 1 BAFTA Film Award. Another 5 wins & 14 nominations.","awards"
"1140","shrek the third","Adventure",2273,3.53164557,2007,"Nominated for 1 BAFTA Film Award. Another 5 wins & 14 nominations.","awards"
"1141","shrek the third","Comedy",2273,3.53164557,2007,"Nominated for 1 BAFTA Film Award. Another 5 wins & 14 nominations.","awards"
"1142","futurama","Animation",2276,3.950155763,1999,"Won 6 Primetime Emmys. Another 24 wins & 55 nominations.","awards"
"1143","futurama","Comedy",2276,3.950155763,1999,"Won 6 Primetime Emmys. Another 24 wins & 55 nominations.","awards"
"1144","futurama","Sci-Fi",2276,3.950155763,1999,"Won 6 Primetime Emmys. Another 24 wins & 55 nominations.","awards"
"1145","ratatouille","Animation",2288,4.5,2007,"Won 1 Oscar. Another 64 wins & 42 nominations.","awards"
"1146","ratatouille","Comedy",2288,4.5,2007,"Won 1 Oscar. Another 64 wins & 42 nominations.","awards"
"1147","ratatouille","Family",2288,4.5,2007,"Won 1 Oscar. Another 64 wins & 42 nominations.","awards"
"1148","seinfeld","Comedy",2300,4.674496644,1989,"Won 3 Golden Globes. Another 67 wins & 179 nominations.","awards"
"1149","sunshine","Drama",2305,3.416458853,2004,"Won 1 Oscar. Another 66 wins & 103 nominations.","awards"
"1150","sunshine","Romance",2305,3.416458853,2004,"Won 1 Oscar. Another 66 wins & 103 nominations.","awards"
"1151","sunshine","Sci-Fi",2305,3.416458853,2004,"Won 1 Oscar. Another 66 wins & 103 nominations.","awards"
"1152","halloween","Horror",2308,3.358585859,1978,"4 wins & 2 nominations.","awards"
"1153","halloween","Thriller",2308,3.358585859,1978,"4 wins & 2 nominations.","awards"
"1154","live free or die hard","Action",2312,4.112359551,2007,"3 wins & 16 nominations.","awards"
"1155","live free or die hard","Adventure",2312,4.112359551,2007,"3 wins & 16 nominations.","awards"
"1156","live free or die hard","Thriller",2312,4.112359551,2007,"3 wins & 16 nominations.","awards"
"1157","amazing grace","Biography",2313,4.593548387,2006,"1 win & 6 nominations.","awards"
"1158","amazing grace","Drama",2313,4.593548387,2006,"1 win & 6 nominations.","awards"
"1159","amazing grace","History",2313,4.593548387,2006,"1 win & 6 nominations.","awards"
"1160","the bourne ultimatum","Action",2317,4.124481328,2007,"Won 3 Oscars. Another 25 wins & 38 nominations.","awards"
"1161","the bourne ultimatum","Thriller",2317,4.124481328,2007,"Won 3 Oscars. Another 25 wins & 38 nominations.","awards"
"1162","superman doomsday","Animation",2325,3.159609121,2007,"1 win.","awards"
"1163","superman doomsday","Action",2325,3.159609121,2007,"1 win.","awards"
"1164","superman doomsday","Adventure",2325,3.159609121,2007,"1 win.","awards"
"1165","hairspray","Comedy",2329,4.185507246,2007,"Nominated for 3 Golden Globes. Another 18 wins & 39 nominations.","awards"
"1166","hairspray","Musical",2329,4.185507246,2007,"Nominated for 3 Golden Globes. Another 18 wins & 39 nominations.","awards"
"1167","hairspray","Romance",2329,4.185507246,2007,"Nominated for 3 Golden Globes. Another 18 wins & 39 nominations.","awards"
"1168","the big bang theory","Comedy",2337,4.734177215,2007,"Won 1 Golden Globe. Another 53 wins & 164 nominations.","awards"
"1169","element","Action",2340,4.543956044,1997,"Nominated for 1 Oscar. Another 9 wins & 32 nominations.","awards"
"1170","element","Adventure",2340,4.543956044,1997,"Nominated for 1 Oscar. Another 9 wins & 32 nominations.","awards"
"1171","element","Sci-Fi",2340,4.543956044,1997,"Nominated for 1 Oscar. Another 9 wins & 32 nominations.","awards"
"1172","the simpsons movie","Animation",2344,3.951219512,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"1173","the simpsons movie","Adventure",2344,3.951219512,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"1174","the simpsons movie","Comedy",2344,3.951219512,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"1175","stardust","Adventure",2354,4.586693548,2007,"5 wins & 6 nominations.","awards"
"1176","stardust","Family",2354,4.586693548,2007,"5 wins & 6 nominations.","awards"
"1177","stardust","Fantasy",2354,4.586693548,2007,"5 wins & 6 nominations.","awards"
"1178","once","Crime",2357,4.511173184,1984,"Nominated for 2 Golden Globes. Another 11 wins & 7 nominations.","awards"
"1179","once","Drama",2357,4.511173184,1984,"Nominated for 2 Golden Globes. Another 11 wins & 7 nominations.","awards"
"1180","the sopranos","Crime",2358,4.110447761,1999,"Won 5 Golden Globes. Another 111 wins & 292 nominations.","awards"
"1181","the sopranos","Drama",2358,4.110447761,1999,"Won 5 Golden Globes. Another 111 wins & 292 nominations.","awards"
"1182","simpsons movie","Animation",2367,3.951219512,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"1183","simpsons movie","Adventure",2367,3.951219512,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"1184","simpsons movie","Comedy",2367,3.951219512,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"1185","3:10 to yuma","Adventure",2368,3.897379913,2007,"Nominated for 2 Oscars. Another 3 wins & 30 nominations.","awards"
"1186","3:10 to yuma","Crime",2368,3.897379913,2007,"Nominated for 2 Oscars. Another 3 wins & 30 nominations.","awards"
"1187","3:10 to yuma","Drama",2368,3.897379913,2007,"Nominated for 2 Oscars. Another 3 wins & 30 nominations.","awards"
"1188","tinker bell","Animation",2377,4.485530547,2008,"N/A","awards"
"1189","tinker bell","Adventure",2377,4.485530547,2008,"N/A","awards"
"1190","tinker bell","Family",2377,4.485530547,2008,"N/A","awards"
"1191","mad men","Drama",2382,4.498746867,2007,"Won 5 Golden Globes. Another 103 wins & 307 nominations.","awards"
"1192","juno","Comedy",2383,3.970822281,2007,"Won 1 Oscar. Another 88 wins & 91 nominations.","awards"
"1193","juno","Drama",2383,3.970822281,2007,"Won 1 Oscar. Another 88 wins & 91 nominations.","awards"
"1194","juno","Romance",2383,3.970822281,2007,"Won 1 Oscar. Another 88 wins & 91 nominations.","awards"
"1195","the bucket list","Adventure",2384,4.292134831,2007,"2 wins & 4 nominations.","awards"
"1196","the bucket list","Comedy",2384,4.292134831,2007,"2 wins & 4 nominations.","awards"
"1197","the bucket list","Drama",2384,4.292134831,2007,"2 wins & 4 nominations.","awards"
"1198","sweatin' to the oldies","N/A",2399,4.614035088,1988,"N/A","awards"
"1199","across the universe","Drama",2400,4.165820643,2007,"Nominated for 1 Oscar. Another 2 wins & 16 nominations.","awards"
"1200","across the universe","Fantasy",2400,4.165820643,2007,"Nominated for 1 Oscar. Another 2 wins & 16 nominations.","awards"
"1201","across the universe","Musical",2400,4.165820643,2007,"Nominated for 1 Oscar. Another 2 wins & 16 nominations.","awards"
"1202","harry potter and the half-blood prince","Adventure",2402,3.734501348,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1203","harry potter and the half-blood prince","Family",2402,3.734501348,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1204","harry potter and the half-blood prince","Fantasy",2402,3.734501348,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1205","into the wild","Adventure",2411,3.90070922,2007,"Nominated for 2 Oscars. Another 23 wins & 99 nominations.","awards"
"1206","into the wild","Biography",2411,3.90070922,2007,"Nominated for 2 Oscars. Another 23 wins & 99 nominations.","awards"
"1207","into the wild","Drama",2411,3.90070922,2007,"Nominated for 2 Oscars. Another 23 wins & 99 nominations.","awards"
"1208","there will be blood","Drama",2418,3.544419134,2007,"Won 2 Oscars. Another 105 wins & 131 nominations.","awards"
"1209","30 days of night","Horror",2420,3.52233677,2007,"12 nominations.","awards"
"1210","30 days of night","Thriller",2420,3.52233677,2007,"12 nominations.","awards"
"1211","the mist","Horror",2431,3.579295154,2007,"6 wins & 10 nominations.","awards"
"1212","the mist","Sci-Fi",2431,3.579295154,2007,"6 wins & 10 nominations.","awards"
"1213","the mist","Thriller",2431,3.579295154,2007,"6 wins & 10 nominations.","awards"
"1214","no country for old men","Crime",2441,3.612942613,2007,"Won 4 Oscars. Another 155 wins & 128 nominations.","awards"
"1215","no country for old men","Drama",2441,3.612942613,2007,"Won 4 Oscars. Another 155 wins & 128 nominations.","awards"
"1216","no country for old men","Thriller",2441,3.612942613,2007,"Won 4 Oscars. Another 155 wins & 128 nominations.","awards"
"1217","beowulf","Animation",2448,3.285302594,2007,"2 wins & 16 nominations.","awards"
"1218","beowulf","Action",2448,3.285302594,2007,"2 wins & 16 nominations.","awards"
